Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s),label
16.4,-0.00479,0.00346,-0.000399,0.00593,0
16.4,-0.00586,0.00133,0.000666,0.00604,0
16.4,-0.00799,-0.00186,-0.00146,0.00833,0
16.4,-0.00905,-0.000799,-0.00253,0.00944,0
16.4,-0.0112,-0.000799,-0.00146,0.0113,0
16.5,-0.0112,0.000266,-0.00466,0.0121,0
16.5,-0.0112,0.00133,-0.00573,0.0126,0
16.5,-0.0144,-0.00293,-0.00573,0.0158,0
16.5,-0.0144,-0.000799,-0.00573,0.0155,0
16.5,-0.0133,0.00133,-0.00892,0.0161,0
16.5,-0.0154,0.000266,-0.00573,0.0165,0
16.5,-0.0154,0.000266,-0.00679,0.0169,0
16.5,-0.0176,-0.000799,-0.00573,0.0185,0
16.5,-0.0197,0.00133,-0.00466,0.0203,0
16.5,-0.0197,0.0024,-0.00573,0.0207,0
16.5,-0.0229,0.0024,-0.00679,0.024,0
16.5,-0.0229,0.00559,-0.00679,0.0245,0
16.5,-0.0218,0.00346,-0.00573,0.0228,0
16.5,-0.024,0.00346,-0.00466,0.0247,0
16.5,-0.024,0.0024,-0.00466,0.0245,0
16.5,-0.0218,0.00453,-0.00573,0.023,0
16.5,-0.0186,0.00559,-0.0036,0.0198,0
16.5,-0.0186,0.00346,-0.0036,0.0193,0
16.5,-0.0154,0.00346,-0.00253,0.016,0
16.5,-0.0112,0.00453,-0.0036,0.0126,0
16.5,-0.0101,0.00346,-0.0036,0.0113,0
16.5,-0.00586,0.0024,-0.00253,0.00682,0
16.5,-0.0016,-0.000799,-0.0036,0.00401,0
16.5,0.0016,-0.000799,-0.00679,0.00702,0
16.5,0.00586,-0.000799,-0.00679,0.009,0
16.5,0.00905,-0.00186,-0.00679,0.0115,0
16.5,0.0133,-0.00399,-0.00679,0.0155,0
16.5,0.0154,-0.00186,-0.00679,0.017,0
16.5,0.0176,-0.00186,-0.00892,0.0198,0
16.5,0.0218,-0.000799,-0.00892,0.0236,0
16.5,0.024,-0.000799,-0.0111,0.0264,0
16.5,0.025,0.000266,-0.00999,0.027,0
16.5,0.0272,0.000266,-0.0111,0.0293,0
16.5,0.0293,0.00453,-0.00999,0.0313,0
16.5,0.0282,0.00453,-0.00892,0.0299,0
16.5,0.0304,0.00772,-0.00786,0.0323,0
16.5,0.0304,0.012,-0.00679,0.0333,0
16.5,0.0304,0.0173,-0.00679,0.0356,0
16.5,0.0304,0.0194,-0.00253,0.0361,0
16.5,0.0314,0.0237,-0.00253,0.0394,0
16.5,0.0293,0.0258,-0.000399,0.0391,0
16.5,0.0304,0.029,0.000666,0.042,0
16.5,0.0293,0.0301,0.000666,0.042,0
16.5,0.0304,0.0322,0.0028,0.0444,0
16.5,0.0314,0.0312,0.00493,0.0445,0
16.5,0.0314,0.0301,0.00493,0.0438,0
16.5,0.0314,0.0301,0.00386,0.0437,0
16.5,0.0325,0.0258,0.0028,0.0416,0
16.5,0.0336,0.0216,0.000666,0.0399,0
16.5,0.0325,0.0216,0.000666,0.039,0
16.6,0.0325,0.0173,-0.000399,0.0368,0
16.6,0.0346,0.013,-0.00253,0.0371,0
16.6,0.0346,0.00879,-0.0036,0.0359,0
16.6,0.0325,0.00666,-0.00466,0.0335,0
16.6,0.0314,0.00346,-0.00466,0.032,0
16.6,0.0293,0.000266,-0.00466,0.0297,0
16.6,0.0272,-0.000799,-0.00466,0.0276,0
16.6,0.0229,-0.00506,-0.00466,0.0239,0
16.6,0.0176,-0.00506,-0.00466,0.0189,0
16.6,0.0144,-0.00719,-0.0036,0.0165,0
16.6,0.00905,-0.00613,-0.0036,0.0115,0
16.6,0.00479,-0.0104,-0.00253,0.0117,0
16.6,-0.00266,-0.0136,-0.00253,0.0141,0
16.6,-0.00692,-0.0136,-0.000399,0.0153,0
16.6,-0.0123,-0.0146,0.000666,0.0191,0
16.6,-0.0176,-0.0157,-0.000399,0.0236,0
16.6,-0.024,-0.0146,0.0028,0.0282,0
16.6,-0.0293,-0.0157,0.00386,0.0335,0
16.6,-0.0325,-0.0146,0.00599,0.0361,0
16.6,-0.0357,-0.0115,0.00599,0.038,0
16.6,-0.0421,-0.0125,0.00706,0.0445,0
16.6,-0.0431,-0.0104,0.00919,0.0453,0
16.6,-0.0453,-0.0115,0.0103,0.0478,0
16.6,-0.0463,-0.0125,0.0103,0.0491,0
16.6,-0.0463,-0.0125,0.0113,0.0493,0
16.6,-0.0463,-0.0136,0.0124,0.0498,0
16.6,-0.0442,-0.0168,0.0124,0.0489,0
16.6,-0.0431,-0.021,0.0124,0.0496,0
16.6,-0.0399,-0.0285,0.0113,0.0504,0
16.6,-0.0399,-0.0296,0.0103,0.0507,0
16.6,-0.0357,-0.0338,0.0103,0.0502,0
16.6,-0.0325,-0.037,0.00812,0.0499,0
16.6,-0.0325,-0.0445,0.00706,0.0555,0
16.6,-0.0282,-0.0445,0.00812,0.0533,0
16.6,-0.0261,-0.0487,0.00599,0.0556,0
16.6,-0.024,-0.0509,0.00706,0.0567,0
16.6,-0.0218,-0.0519,0.00706,0.0568,0
16.6,-0.0218,-0.0541,0.00493,0.0585,0
16.6,-0.0197,-0.0562,0.00386,0.0597,0
16.6,-0.0176,-0.0541,0.00493,0.0571,0
16.6,-0.0176,-0.0551,0.0028,0.0579,0
16.6,-0.0154,-0.0541,0.00386,0.0564,0
16.6,-0.0144,-0.053,0.0028,0.055,0
16.6,-0.0133,-0.0519,0.00173,0.0536,0
16.6,-0.0112,-0.0519,0.00173,0.0531,0
16.6,-0.0112,-0.0487,0.000666,0.05,0
16.6,-0.00799,-0.0477,-0.000399,0.0483,0
16.6,-0.00799,-0.0455,-0.00146,0.0463,0
16.6,-0.00692,-0.0434,-0.00146,0.044,0
16.6,-0.00479,-0.0381,-0.000399,0.0384,0
16.7,-0.00373,-0.036,-0.00146,0.0362,0
16.7,-0.00266,-0.0328,-0.00146,0.0329,0
16.7,-0.0016,-0.0274,-0.000399,0.0275,0
16.7,0.000533,-0.0253,-0.000399,0.0253,0
16.7,-0.000533,-0.0232,0.000666,0.0232,0
16.7,-0.000533,-0.02,0.00173,0.0201,0
16.7,0.0016,-0.0178,0.00173,0.018,0
16.7,0.0016,-0.0168,0.00386,0.0173,0
16.7,0.00266,-0.0125,0.00386,0.0134,0
16.7,0.00266,-0.0136,0.0028,0.0141,0
16.7,0.00266,-0.0146,0.0028,0.0151,0
16.7,0.00479,-0.0136,0.0028,0.0147,0
16.7,0.00586,-0.0136,0.00173,0.0149,0
16.7,0.00479,-0.0115,0.00173,0.0125,0
16.7,0.00799,-0.0136,-0.000399,0.0158,0
16.7,0.00692,-0.00932,0.000666,0.0116,0
16.7,0.00905,-0.0115,0.000666,0.0146,0
16.7,0.00905,-0.0115,-0.000399,0.0146,0
16.7,0.00905,-0.0125,-0.000399,0.0155,0
16.7,0.00692,-0.0136,-0.000399,0.0153,0
16.7,0.00586,-0.0136,-0.00253,0.015,0
16.7,0.00479,-0.0125,-0.00146,0.0135,0
16.7,0.00266,-0.0136,-0.00253,0.0141,0
16.7,0.00266,-0.0168,-0.00466,0.0176,0
16.7,0.000533,-0.0146,-0.00466,0.0154,0
16.7,-0.00373,-0.0136,-0.00573,0.0152,0
16.7,-0.00586,-0.0125,-0.00573,0.015,0
16.7,-0.0101,-0.0125,-0.00679,0.0175,0
16.7,-0.0123,-0.0104,-0.00892,0.0184,0
16.7,-0.0154,-0.00932,-0.00999,0.0206,0
16.7,-0.0165,-0.00719,-0.00999,0.0206,0
16.7,-0.0208,-0.00613,-0.00892,0.0234,0
16.7,-0.0218,-0.00186,-0.00892,0.0237,0
16.7,-0.024,0.000266,-0.00892,0.0256,0
16.7,-0.0261,0.00453,-0.00892,0.0279,0
16.7,-0.0282,0.00453,-0.00573,0.0292,0
16.7,-0.0293,0.00559,-0.00679,0.0306,0
16.7,-0.0304,0.00453,-0.00573,0.0312,0
16.7,-0.0293,0.00666,-0.00679,0.0308,0
16.7,-0.0282,0.00772,-0.00573,0.0298,0
16.7,-0.0272,0.00666,-0.00466,0.0284,0
16.7,-0.024,0.00772,-0.0036,0.0254,0
16.7,-0.0208,0.00772,-0.0036,0.0225,0
16.7,-0.0218,0.00879,-0.00253,0.0237,0
16.7,-0.0165,0.00879,-0.000399,0.0187,0
16.7,-0.0133,0.00985,-0.000399,0.0166,0
16.7,-0.0101,0.00985,0.000666,0.0141,0
16.7,-0.0101,0.0109,0.00173,0.015,0
16.7,-0.00692,0.00985,0.000666,0.0121,0
16.8,-0.00479,0.0109,0.00386,0.0125,0
16.8,-0.00373,0.00985,0.0028,0.0109,0
16.8,-0.00266,0.012,0.00493,0.0132,0
16.8,-0.0016,0.0141,0.00493,0.015,0
16.8,-0.000533,0.013,0.00599,0.0144,0
16.8,0.000533,0.0152,0.00386,0.0157,0
16.8,0.0016,0.0162,0.0028,0.0166,0
16.8,0.00266,0.0173,0.0028,0.0177,0
16.8,0.00373,0.0173,0.0028,0.0179,0
16.8,0.00586,0.0184,0.00173,0.0194,0
16.8,0.00692,0.0216,0.00173,0.0227,0
16.8,0.00905,0.0216,0.000666,0.0234,0
16.8,0.00799,0.0226,-0.000399,0.024,0
16.8,0.0101,0.0194,-0.000399,0.0219,0
16.8,0.00905,0.0216,-0.000399,0.0234,0
16.8,0.00799,0.0226,-0.000399,0.024,0
16.8,0.00586,0.0205,-0.00146,0.0214,0
16.8,0.00586,0.0194,-0.000399,0.0203,0
16.8,0.00692,0.0184,0.000666,0.0196,0
16.8,0.00692,0.0205,-0.00146,0.0217,0
16.8,0.00586,0.0173,0.000666,0.0183,0
16.8,0.00586,0.0216,0.000666,0.0224,0
16.8,0.00586,0.0216,0.000666,0.0224,0
16.8,0.00692,0.0237,-0.000399,0.0247,0
16.8,0.00586,0.0205,0.00173,0.0214,0
16.8,0.00586,0.0226,-0.000399,0.0234,0
16.8,0.00479,0.0226,0.000666,0.0231,0
16.8,0.00373,0.0216,-0.000399,0.0219,0
16.8,0.00373,0.0216,-0.000399,0.0219,0
16.8,0.0016,0.0216,-0.000399,0.0216,0
16.8,-0.000533,0.0226,-0.00146,0.0227,0
16.8,-0.000533,0.0226,-0.00146,0.0227,0
16.8,-0.0016,0.0248,-0.0036,0.0251,0
16.8,-0.00266,0.0216,-0.0036,0.022,0
16.8,-0.00479,0.0226,-0.00466,0.0236,0
16.8,-0.00479,0.0216,-0.00573,0.0228,0
16.8,-0.00586,0.0194,-0.0036,0.0206,0
16.8,-0.00586,0.0184,-0.00466,0.0198,0
16.8,-0.00586,0.0162,-0.00679,0.0186,0
16.8,-0.00586,0.0141,-0.00573,0.0163,0
16.8,-0.00586,0.013,-0.00679,0.0158,0
16.8,-0.00799,0.012,-0.00679,0.0159,0
16.8,-0.00905,0.00985,-0.00466,0.0142,0
16.8,-0.00799,0.012,-0.00466,0.0151,0
16.8,-0.0101,0.00985,-0.00466,0.0149,0
16.8,-0.0101,0.0109,-0.0036,0.0153,0
16.8,-0.00905,0.0109,-0.00146,0.0143,0
16.8,-0.00799,0.00985,-0.00146,0.0128,0
16.8,-0.0101,0.00879,0.0028,0.0137,0
16.8,-0.0101,0.00772,0.00173,0.0128,0
16.9,-0.00799,0.00346,0.00386,0.00952,0
16.9,-0.00905,0.00453,0.00386,0.0108,0
16.9,-0.00905,0.00346,0.00599,0.0114,0
16.9,-0.00586,0.00346,0.00386,0.00782,0
16.9,-0.00692,0.00453,0.00493,0.00963,0
16.9,-0.00373,0.00346,0.00493,0.00708,0
16.9,-0.0016,0.00453,0.00706,0.00854,0
16.9,-0.0016,0.00453,0.00706,0.00854,0
16.9,0.000533,0.00559,0.00812,0.00988,0
16.9,0.0016,0.00559,0.00706,0.00915,0
16.9,0.00266,0.00559,0.00919,0.0111,0
16.9,0.00373,0.00453,0.00919,0.0109,0
16.9,0.00479,0.00772,0.0113,0.0145,0
16.9,0.00479,0.00666,0.0113,0.014,0
16.9,0.00586,0.00879,0.0113,0.0155,0
16.9,0.00586,0.00772,0.0145,0.0175,0
16.9,0.00905,0.0109,0.0156,0.0211,0
16.9,0.00692,0.012,0.0166,0.0216,0
16.9,0.00799,0.00985,0.0166,0.0209,0
16.9,0.00799,0.013,0.0177,0.0234,0
16.9,0.00905,0.013,0.0156,0.0222,0
16.9,0.0101,0.0109,0.0177,0.0231,0
16.9,0.0133,0.0109,0.0166,0.0239,0
16.9,0.0144,0.00879,0.0166,0.0237,0
16.9,0.0154,0.00879,0.0177,0.0251,0
16.9,0.0144,0.00772,0.0166,0.0233,0
16.9,0.0186,0.00453,0.0156,0.0247,0
16.9,0.0186,0.00346,0.0145,0.0239,0
16.9,0.0218,0.0024,0.0134,0.0258,0
16.9,0.024,0.00133,0.0124,0.027,0
16.9,0.025,0.0024,0.00919,0.0268,0
16.9,0.0261,0.00133,0.00812,0.0274,0
16.9,0.0314,-0.000799,0.00599,0.032,0
16.9,0.0293,-0.000799,0.00493,0.0297,0
16.9,0.0304,-0.00293,0.0028,0.0306,0
16.9,0.0314,-0.00186,0.00173,0.0315,0
16.9,0.0336,-0.000799,0.000666,0.0336,0
16.9,0.0325,0.000266,-0.000399,0.0325,0
16.9,0.0325,0.00346,0.000666,0.0327,0
16.9,0.0304,0.00666,-0.00146,0.0311,0
16.9,0.0304,0.0109,-0.00146,0.0323,0
16.9,0.0325,0.0162,-0.00146,0.0364,0
16.9,0.0325,0.0194,-0.00146,0.0379,0
16.9,0.0325,0.0226,-0.000399,0.0396,0
16.9,0.0336,0.028,-0.000399,0.0437,0
16.9,0.0357,0.0312,0.000666,0.0474,0
16.9,0.0336,0.0344,0.0028,0.0481,0
16.9,0.0357,0.0344,0.0028,0.0496,0
16.9,0.0357,0.0365,0.00386,0.0512,0
16.9,0.0368,0.0375,0.00386,0.0527,0
17.0,0.0346,0.0365,0.00386,0.0504,0
17.0,0.0389,0.0375,0.00386,0.0542,0
17.0,0.0357,0.0354,0.00493,0.0505,0
17.0,0.0357,0.0375,0.00386,0.0519,0
17.0,0.0336,0.0354,0.00386,0.0489,0
17.0,0.0346,0.0333,0.00173,0.0481,0
17.0,0.0314,0.0333,0.000666,0.0458,0
17.0,0.0304,0.0333,0.000666,0.0451,0
17.0,0.0304,0.0333,0.00173,0.0451,0
17.0,0.0314,0.0322,0.00173,0.045,0
17.0,0.0282,0.0301,-0.00146,0.0413,0
17.0,0.0261,0.029,-0.000399,0.039,0
17.0,0.0272,0.0312,-0.000399,0.0413,0
17.0,0.025,0.028,-0.00146,0.0376,0
17.0,0.024,0.0258,-0.00146,0.0353,0
17.0,0.0218,0.0258,-0.00253,0.0339,0
17.0,0.024,0.0237,-0.000399,0.0337,0
17.0,0.0186,0.0216,-0.00253,0.0286,0
17.0,0.0176,0.0173,-0.00253,0.0248,0
17.0,0.0176,0.0173,-0.00146,0.0247,0
17.0,0.0154,0.0162,-0.00253,0.0226,0
17.0,0.0144,0.013,-0.00253,0.0196,0
17.0,0.0133,0.012,-0.00146,0.018,0
17.0,0.0144,0.0109,-0.00253,0.0182,0
17.0,0.0133,0.00879,-0.00146,0.016,0
17.0,0.0133,0.00772,-0.00253,0.0156,0
17.0,0.0133,0.00772,-0.00146,0.0155,0
17.0,0.0123,0.00772,-0.000399,0.0145,0
17.0,0.0133,0.012,-0.00146,0.018,0
17.0,0.0112,0.0109,0.000666,0.0156,0
17.0,0.00905,0.012,0.000666,0.015,0
17.0,0.00799,0.0162,0.00173,0.0182,0
17.0,0.00692,0.0162,0.000666,0.0177,0
17.0,0.00586,0.0205,0.00386,0.0217,0
17.0,0.00586,0.0205,0.0028,0.0215,0
17.0,0.00266,0.0248,0.0028,0.0251,0
17.0,0.00266,0.0258,0.0028,0.0261,0
17.0,0.00479,0.0269,0.00493,0.0278,0
17.0,0.00479,0.028,0.00386,0.0286,0
17.0,0.00586,0.0301,0.00493,0.0311,0
17.0,0.00479,0.029,0.00386,0.0297,0
17.0,0.00799,0.0269,0.00386,0.0283,0
17.0,0.00799,0.0301,0.00173,0.0312,0
17.0,0.00799,0.028,-0.000399,0.0291,0
17.0,0.0112,0.028,0.000666,0.0301,0
17.0,0.0112,0.0269,-0.000399,0.0291,0
17.0,0.0123,0.0269,-0.000399,0.0296,0
17.0,0.0133,0.0258,-0.00146,0.0291,0
17.0,0.0123,0.028,-0.00146,0.0306,0
17.0,0.0123,0.0258,-0.00146,0.0286,0
17.1,0.0123,0.0248,-0.00146,0.0277,0
17.1,0.0101,0.0237,-0.00146,0.0258,0
17.1,0.0101,0.0237,-0.00253,0.0259,0
17.1,0.00799,0.0248,-0.00253,0.0261,0
17.1,0.00799,0.0226,-0.00253,0.0241,0
17.1,0.00586,0.0226,-0.00253,0.0235,0
17.1,0.00586,0.0194,-0.00253,0.0205,0
17.1,0.00586,0.0162,-0.00146,0.0173,0
17.1,0.00266,0.0162,-0.00253,0.0167,0
17.1,0.0016,0.012,-0.0036,0.0126,0
17.1,0.00479,0.00985,-0.00466,0.0119,0
17.1,0.00373,0.00666,-0.00466,0.00894,0
17.1,0.00586,0.00346,-0.00679,0.00961,0
17.1,0.00373,-0.000799,-0.00999,0.0107,0
17.1,0.00479,-0.00399,-0.0111,0.0127,0
17.1,0.00905,-0.00719,-0.0132,0.0175,0
17.1,0.00799,-0.0104,-0.0132,0.0186,0
17.1,0.00799,-0.0136,-0.0153,0.022,0
17.1,0.00799,-0.0157,-0.0164,0.0241,0
17.1,0.00905,-0.0178,-0.0174,0.0265,0
17.1,0.00905,-0.0168,-0.0174,0.0258,0
17.1,0.00799,-0.0178,-0.0196,0.0277,0
17.1,0.00586,-0.0178,-0.0196,0.0271,0
17.1,0.00692,-0.0189,-0.0185,0.0273,0
17.1,0.00373,-0.0189,-0.0185,0.0267,0
17.1,0.00266,-0.0189,-0.0196,0.0273,0
17.1,0.0016,-0.02,-0.0185,0.0273,0
17.1,0.000533,-0.0221,-0.0196,0.0295,0
17.1,-0.0016,-0.0221,-0.0174,0.0282,0
17.1,-0.00373,-0.0242,-0.0185,0.0307,0
17.1,-0.00373,-0.0253,-0.0174,0.031,0
17.1,-0.00479,-0.0274,-0.0174,0.0329,0
17.1,-0.00586,-0.0285,-0.0153,0.0329,0
17.1,-0.00799,-0.0285,-0.0121,0.032,0
17.1,-0.0123,-0.0285,-0.0132,0.0337,0
17.1,-0.0154,-0.0285,-0.0111,0.0342,0
17.1,-0.0176,-0.0253,-0.00892,0.0321,0
17.1,-0.0208,-0.0253,-0.00679,0.0334,0
17.1,-0.0229,-0.0221,-0.00466,0.0322,0
17.1,-0.0261,-0.02,-0.00253,0.033,0
17.1,-0.0282,-0.0178,-0.000399,0.0334,0
17.1,-0.0293,-0.0136,0.00173,0.0323,0
17.1,-0.0314,-0.0136,0.0028,0.0343,0
17.1,-0.0325,-0.0115,0.00386,0.0347,0
17.1,-0.0336,-0.0104,0.00706,0.0358,0
17.1,-0.0304,-0.00719,0.00919,0.0325,0
17.1,-0.0304,-0.00719,0.0103,0.0328,0
17.1,-0.0314,-0.00399,0.0113,0.0336,0
17.1,-0.0293,-0.00186,0.0103,0.0311,0
17.1,-0.0282,0.00133,0.0103,0.0301,0
17.2,-0.0261,0.00133,0.0134,0.0294,0
17.2,-0.0261,0.0024,0.0113,0.0285,0
17.2,-0.0229,0.00559,0.0103,0.0257,0
17.2,-0.0197,0.00666,0.0103,0.0232,0
17.2,-0.0176,0.00985,0.00919,0.0221,0
17.2,-0.0144,0.0109,0.00919,0.0203,0
17.2,-0.0123,0.013,0.00812,0.0197,0
17.2,-0.0101,0.0152,0.00599,0.0192,0
17.2,-0.00905,0.0152,0.00706,0.019,0
17.2,-0.00373,0.0162,0.00812,0.0185,0
17.2,-0.00266,0.0173,0.00493,0.0182,0
17.2,-0.000533,0.0141,0.00599,0.0153,0
17.2,0.0016,0.013,0.00493,0.014,0
17.2,0.00373,0.013,0.00493,0.0144,0
17.2,0.00479,0.0109,0.00493,0.0129,0
17.2,0.00479,0.0109,0.00493,0.0129,0
17.2,0.00799,0.00772,0.0028,0.0115,0
17.2,0.00692,0.00559,0.00386,0.0097,0
17.2,0.00586,0.00559,0.00173,0.00828,0
17.2,0.00692,0.00346,0.00173,0.00793,0
17.2,0.00692,0.000266,-0.000399,0.00694,0
17.2,0.00586,0.0024,-0.000399,0.00634,0
17.2,0.00373,0.00133,-0.00253,0.0047,0
17.2,0.0016,0.00133,-0.00146,0.00254,0
17.2,0.000533,0.000266,-0.00146,0.00158,0
17.2,-0.00266,0.00133,-0.00146,0.00332,0
17.2,-0.00479,0.0024,-0.0036,0.00645,0
17.2,-0.00479,0.00346,-0.00146,0.00609,0
17.2,-0.00479,0.00346,-0.00146,0.00609,0
17.2,-0.00799,0.0024,-0.00146,0.00847,0
17.2,-0.00905,0.00346,-0.00146,0.0098,0
17.2,-0.0112,0.00453,-0.0036,0.0126,0
17.2,-0.0112,0.00453,-0.00253,0.0123,0
17.2,-0.0154,0.00559,-0.00253,0.0166,0
17.2,-0.0154,0.00985,-0.00146,0.0184,0
17.2,-0.0165,0.00879,-0.0036,0.019,0
17.2,-0.0186,0.012,-0.00253,0.0223,0
17.2,-0.0176,0.0141,-0.00253,0.0227,0
17.2,-0.0208,0.0152,-0.00253,0.0259,0
17.2,-0.0208,0.0152,-0.00146,0.0258,0
17.2,-0.0229,0.0194,-0.00466,0.0304,0
17.2,-0.0208,0.0184,-0.00146,0.0278,0
17.2,-0.0229,0.0152,-0.000399,0.0275,0
17.2,-0.0218,0.0152,-0.000399,0.0266,0
17.2,-0.0208,0.013,-0.000399,0.0245,0
17.2,-0.0208,0.012,0.0028,0.0241,0
17.2,-0.0197,0.0109,0.00173,0.0226,0
17.2,-0.0165,0.00772,0.00493,0.0189,0
17.2,-0.0176,0.00666,0.00493,0.0194,0
17.2,-0.0133,0.00666,0.00493,0.0157,0
17.3,-0.0123,0.00559,0.00812,0.0157,0
17.3,-0.0123,0.00453,0.00919,0.016,0
17.3,-0.0112,0.00346,0.0124,0.017,0
17.3,-0.0112,0.0024,0.0145,0.0185,0
17.3,-0.0101,0.0024,0.0156,0.0187,0
17.3,-0.0101,0.0024,0.0166,0.0196,0
17.3,-0.0101,0.000266,0.0166,0.0195,0
17.3,-0.00692,0.000266,0.0177,0.019,0
17.3,-0.00799,-0.000799,0.0198,0.0214,0
17.3,-0.00692,-0.00293,0.0188,0.0202,0
17.3,-0.00586,-0.00399,0.0177,0.0191,0
17.3,-0.00266,-0.00719,0.0188,0.0203,0
17.3,-0.00373,-0.00932,0.0166,0.0194,0
17.3,-0.00266,-0.00932,0.0156,0.0183,0
17.3,-0.000533,-0.00826,0.0166,0.0186,0
17.3,0.000533,-0.0125,0.0145,0.0192,0
17.3,0.0016,-0.0125,0.0134,0.0184,0
17.3,0.0016,-0.0104,0.0103,0.0147,0
17.3,-0.000533,-0.0115,0.0124,0.0169,0
17.3,0.0016,-0.0125,0.0124,0.0177,0
17.3,0.0016,-0.0104,0.0145,0.0179,0
17.3,0.000533,-0.00932,0.0134,0.0164,0
17.3,0.000533,-0.00932,0.0134,0.0164,0
17.3,0.000533,-0.00826,0.0145,0.0167,0
17.3,0.000533,-0.00613,0.0156,0.0167,0
17.3,-0.000533,-0.00506,0.0166,0.0174,0
17.3,-0.00266,-0.00399,0.0177,0.0183,0
17.3,-0.00479,-0.00186,0.0177,0.0184,0
17.3,-0.00586,-0.000799,0.0188,0.0197,0
17.3,-0.00799,0.00133,0.0177,0.0195,0
17.3,-0.00905,0.0024,0.0166,0.0191,0
17.3,-0.00905,0.0024,0.0166,0.0191,0
17.3,-0.0112,0.00346,0.0156,0.0195,0
17.3,-0.0133,0.00559,0.0145,0.0205,0
17.3,-0.0176,0.00559,0.0124,0.0222,0
17.3,-0.0186,0.00772,0.0113,0.0231,0
17.3,-0.0218,0.00772,0.0113,0.0258,0
17.3,-0.0261,0.00666,0.00812,0.0281,0
17.3,-0.0282,0.00559,0.00599,0.0294,0
17.3,-0.0304,0.00666,0.00493,0.0315,0
17.3,-0.0314,0.00879,0.00386,0.0329,0
17.3,-0.0336,0.00666,0.000666,0.0342,0
17.3,-0.0378,0.00666,-0.00146,0.0384,0
17.3,-0.0389,0.00559,-0.0036,0.0394,0
17.3,-0.0399,0.00666,-0.00466,0.0408,0
17.3,-0.041,0.00346,-0.00679,0.0417,0
17.3,-0.0389,0.00453,-0.00679,0.0397,0
17.3,-0.0399,0.00453,-0.00892,0.0412,0
17.3,-0.0378,0.00346,-0.00999,0.0393,0
17.3,-0.0378,0.0024,-0.0111,0.0395,0
17.4,-0.0368,-0.000799,-0.0121,0.0387,0
17.4,-0.0336,0.00133,-0.0132,0.0361,0
17.4,-0.0325,-0.00186,-0.0132,0.0351,0
17.4,-0.0282,-0.00186,-0.0132,0.0312,0
17.4,-0.0261,-0.00186,-0.0132,0.0293,0
17.4,-0.024,-0.00293,-0.0121,0.027,0
17.4,-0.0186,-0.00293,-0.0111,0.0219,0
17.4,-0.0186,-0.00293,-0.0111,0.0219,0
17.4,-0.0144,0.00133,-0.0111,0.0182,0
17.4,-0.0123,0.0024,-0.0111,0.0167,0
17.4,-0.00799,0.00559,-0.00999,0.014,0
17.4,-0.00479,0.00772,-0.00786,0.012,0
17.4,-0.00373,0.013,-0.00466,0.0143,0
17.4,0.0016,0.0173,-0.00466,0.018,0
17.4,0.00479,0.0205,-0.0036,0.0214,0
17.4,0.00905,0.0248,-0.00146,0.0264,0
17.4,0.0123,0.029,-0.00146,0.0315,0
17.4,0.0154,0.0322,0.000666,0.0357,0
17.4,0.0197,0.0354,-0.000399,0.0405,0
17.4,0.024,0.0354,0.00173,0.0428,0
17.4,0.025,0.0375,0.00173,0.0452,0
17.4,0.0314,0.0386,0.00173,0.0498,0
17.4,0.0325,0.0344,0.00173,0.0473,0
17.4,0.0346,0.0365,0.00173,0.0503,0
17.4,0.0357,0.0354,0.0028,0.0504,0
17.4,0.0368,0.0354,0.00173,0.0511,0
17.4,0.0368,0.0354,0.00173,0.0511,0
17.4,0.0368,0.0344,0.00173,0.0503,0
17.4,0.0357,0.0333,0.0028,0.0489,0
17.4,0.0325,0.0333,0.0028,0.0466,0
17.4,0.0293,0.0312,0.0028,0.0429,0
17.4,0.0282,0.0312,0.00386,0.0422,0
17.4,0.024,0.029,0.00386,0.0378,0
17.4,0.0186,0.0301,0.0028,0.0355,0
17.4,0.0154,0.029,0.00173,0.0329,0
17.4,0.0112,0.0258,0.00173,0.0282,0
17.4,0.00692,0.0248,-0.000399,0.0257,0
17.4,0.00266,0.0226,-0.000399,0.0228,0
17.4,0.000533,0.0194,-0.00146,0.0195,0
17.4,-0.00692,0.0194,-0.0036,0.0209,0
17.4,-0.00799,0.0152,-0.00466,0.0178,0
17.4,-0.0123,0.013,-0.00786,0.0195,0
17.4,-0.0154,0.012,-0.00786,0.0211,0
17.4,-0.0176,0.0109,-0.00892,0.0225,0
17.4,-0.0218,0.00772,-0.0111,0.0257,0
17.4,-0.025,0.00772,-0.0132,0.0293,0
17.4,-0.0282,0.00453,-0.0111,0.0307,0
17.4,-0.0293,0.00346,-0.0142,0.0328,0
17.4,-0.0314,0.00346,-0.0132,0.0343,0
17.4,-0.0336,-0.000799,-0.0132,0.0361,0
17.5,-0.0346,0.000266,-0.0121,0.0367,0
17.5,-0.0357,-0.00293,-0.0132,0.0382,0
17.5,-0.0378,-0.00613,-0.0111,0.0399,0
17.5,-0.0378,-0.00719,-0.0111,0.04,0
17.5,-0.0368,-0.00932,-0.0111,0.0395,0
17.5,-0.0368,-0.0115,-0.00999,0.0398,0
17.5,-0.0357,-0.0157,-0.00679,0.0396,0
17.5,-0.0336,-0.0168,-0.00573,0.0379,0
17.5,-0.0304,-0.0168,-0.00466,0.035,0
